symbol,direction,entry_time,entry_price,sl_price,tp_price,exit_time,exit_price,exit_type,pnl,duration_hours,month
ADA/USDT,LONG,2025-01-02 00:00:00,0.9455,0.9222578571428571,1.008075,2025-01-03 03:00:00,1.008075,TP,130.36382866208365,27,2025-01
OP/USDT,LONG,2025-01-02 04:00:00,1.8465,1.8173707142857143,1.924925,2025-01-03 13:00:00,1.924925,TP,82.94448957487134,33,2025-01
ARB/USDT,LONG,2025-01-02 08:00:00,0.7738,0.7629357142857144,0.8030499999999999,2025-01-02 22:00:00,0.7629357142857144,SL,-30.08034560425345,14,2025-01
ADA/USDT,LONG,2025-01-03 07:00:00,1.0353,1.0136550000000002,1.093575,2025-01-03 12:00:00,1.093575,TP,110.57606490872182,5,2025-01
ADA/USDT,SHORT,2025-01-08 17:00:00,0.9427,0.9746707142857143,0.856625,2025-01-11 20:00:00,0.9746707142857143,SL,-69.82797132855478,75,2025-01
ARB/USDT,SHORT,2025-01-09 13:00:00,0.7414,0.7579657142857142,0.6968,2025-01-09 15:00:00,0.7579657142857142,SL,-46.68765655709279,2,2025-01
LINK/USDT,SHORT,2025-01-09 13:00:00,19.351,19.752885714285714,18.269,2025-01-09 15:00:00,19.752885714285714,SL,-43.53642853451657,2,2025-01
OP/USDT,SHORT,2025-01-10 15:00:00,1.7611,1.798967142857143,1.65915,2025-01-10 17:00:00,1.798967142857143,SL,-45.00396667667126,2,2025-01
ADA/USDT,LONG,2025-01-12 02:00:00,1.0214,0.9960314285714287,1.0897000000000001,2025-01-12 08:00:00,0.9960314285714287,SL,-51.674116758510685,6,2025-01
TRX/USDT,SHORT,2025-01-13 02:00:00,0.22966,0.2322925,0.2225725,2025-01-13 09:00:00,0.2225725,TP,59.72167552033438,7,2025-01
ADA/USDT,SHORT,2025-01-13 06:00:00,0.9331,0.95299,0.87955,2025-01-13 14:00:00,0.87955,TP,112.77869467366838,8,2025-01
TRX/USDT,SHORT,2025-01-13 06:00:00,0.22662,0.22974835714285713,0.2181975,2025-01-13 11:00:00,0.2181975,TP,72.33148001059041,5,2025-01
ARB/USDT,SHORT,2025-01-13 15:00:00,0.686,0.7075428571428573,0.628,2025-01-13 22:00:00,0.7075428571428573,SL,-64.80716368179941,7,2025-01
TRX/USDT,SHORT,2025-01-13 15:00:00,0.22281,0.22701178571428574,0.2114975,2025-01-15 13:00:00,0.22701178571428574,SL,-39.716311783903116,46,2025-01
ARB/USDT,LONG,2025-01-16 00:00:00,0.7776,0.7588892857142857,0.8279749999999999,2025-01-16 08:00:00,0.7588892857142857,SL,-50.12426513815393,8,2025-01
LINK/USDT,LONG,2025-01-16 00:00:00,21.62,21.102600000000002,23.013,2025-01-16 13:00:00,23.013,TP,126.86216466234973,13,2025-01
TRX/USDT,LONG,2025-01-16 00:00:00,0.2341,0.2305212857142857,0.243735,2025-01-17 05:00:00,0.243735,TP,80.31524989320808,29,2025-01
ARB/USDT,LONG,2025-01-17 15:00:00,0.7999,0.7868164285714286,0.8351250000000001,2025-01-18 04:00:00,0.7868164285714286,SL,-34.71301769864087,13,2025-01
OP/USDT,LONG,2025-01-17 15:00:00,1.9217,1.8944649999999998,1.995025,2025-01-18 00:00:00,1.995025,TP,74.31263985013278,9,2025-01
ARB/USDT,LONG,2025-01-17 20:00:00,0.8254,0.8093264285714286,0.8686750000000001,2025-01-18 03:00:00,0.8093264285714286,SL,-40.94735020249931,7,2025-01
ARB/USDT,SHORT,2025-01-18 16:00:00,0.7551,0.7791778571428571,0.690275,2025-01-19 01:00:00,0.7791778571428571,SL,-65.77395614582744,9,2025-01
ADA/USDT,SHORT,2025-01-19 08:00:00,1.0397,1.0703150000000001,0.957275,2025-01-19 14:00:00,1.0703150000000001,SL,-60.89198807348284,6,2025-01
FIL/USDT,SHORT,2025-01-19 22:00:00,5.099,5.2849,4.5985,2025-01-20 06:00:00,5.2849,SL,-74.91625808982161,8,2025-01
ADA/USDT,SHORT,2025-01-23 10:00:00,0.9565,0.9725828571428572,0.9132,2025-01-23 13:00:00,0.9725828571428572,SL,-35.628556493167125,3,2025-01
OP/USDT,LONG,2025-01-24 14:00:00,1.7967,1.7599099999999999,1.89575,2025-01-24 20:00:00,1.7599099999999999,SL,-42.9528580174766,6,2025-01
LINK/USDT,SHORT,2025-01-27 05:00:00,23.538,24.185864285714285,21.793750000000003,2025-01-27 21:00:00,24.185864285714285,SL,-57.048371630069205,16,2025-01
LINK/USDT,SHORT,2025-01-27 08:00:00,22.661,23.405714285714286,20.656000000000002,2025-01-27 12:00:00,23.405714285714286,SL,-67.72651566252895,4,2025-01
FIL/USDT,LONG,2025-01-30 14:00:00,4.793,4.722985714285715,4.9815000000000005,2025-01-31 03:00:00,4.722985714285715,SL,-31.215224583469887,13,2025-01
LINK/USDT,LONG,2025-01-30 14:00:00,24.931,24.492435714285715,26.11175,2025-01-30 21:00:00,24.492435714285715,SL,-37.182245855704586,7,2025-01
ARB/USDT,LONG,2025-01-31 16:00:00,0.6653,0.6514921428571429,0.702475,2025-01-31 18:00:00,0.6514921428571429,SL,-43.50866419016128,2,2025-01
OP/USDT,SHORT,2025-02-01 14:00:00,1.392,1.4216492857142857,1.3121749999999999,2025-02-02 03:00:00,1.3121749999999999,TP,112.69109195402305,13,2025-02
FIL/USDT,SHORT,2025-02-01 18:00:00,4.587,4.669828571428571,4.364,2025-02-01 22:00:00,4.364,TP,95.23130586439933,4,2025-02
OP/USDT,SHORT,2025-02-01 18:00:00,1.3892,1.42027,1.3055499999999998,2025-02-02 03:00:00,1.3055499999999998,TP,118.42902389864703,9,2025-02
ADA/USDT,SHORT,2025-02-02 02:00:00,0.8863,0.9028285714285714,0.8418,2025-02-02 16:00:00,0.8418,TP,98.41746586934443,14,2025-02
OP/USDT,SHORT,2025-02-02 03:00:00,1.2967,1.3316421428571428,1.202625,2025-02-02 05:00:00,1.3316421428571428,SL,-55.893950577840386,2,2025-02
OP/USDT,SHORT,2025-02-02 08:00:00,1.3279,1.3647828571428573,1.2286000000000001,2025-02-02 16:00:00,1.2286000000000001,TP,147.55945477822115,8,2025-02
ADA/USDT,SHORT,2025-02-02 16:00:00,0.8346,0.8585385714285714,0.7701500000000001,2025-02-02 22:00:00,0.7701500000000001,TP,152.44524323028972,6,2025-02
ARB/USDT,SHORT,2025-02-02 16:00:00,0.541,0.5563771428571429,0.49960000000000004,2025-02-02 19:00:00,0.49960000000000004,TP,151.0499075785582,3,2025-02
OP/USDT,SHORT,2025-02-02 16:00:00,1.2204,1.2621392857142857,1.1080249999999998,2025-02-02 19:00:00,1.1080249999999998,TP,182.16093084234697,3,2025-02
ADA/USDT,SHORT,2025-02-02 22:00:00,0.7936,0.8283471428571428,0.70005,2025-02-03 01:00:00,0.70005,TP,233.7610887096775,3,2025-02
ARB/USDT,SHORT,2025-02-02 22:00:00,0.4922,0.5156278571428572,0.42912500000000003,2025-02-03 01:00:00,0.42912500000000003,TP,254.29825274278744,3,2025-02
OP/USDT,SHORT,2025-02-02 22:00:00,1.115,1.17493,0.9536499999999999,2025-02-03 01:00:00,0.9536499999999999,TP,287.4170403587446,3,2025-02
ADA/USDT,SHORT,2025-02-06 19:00:00,0.7016,0.7222514285714285,0.646,2025-02-07 01:00:00,0.7222514285714285,SL,-60.86952272357053,6,2025-02
FIL/USDT,SHORT,2025-02-06 19:00:00,3.109,3.193035714285714,2.88275,2025-02-07 01:00:00,3.193035714285714,SL,-56.0596425125212,6,2025-02
OP/USDT,SHORT,2025-02-06 19:00:00,1.0442,1.0755764285714284,0.9597250000000002,2025-02-07 01:00:00,1.0755764285714284,SL,-62.09658795523543,6,2025-02
TRX/USDT,LONG,2025-02-12 16:00:00,0.24503,0.24192485714285714,0.25339,2025-02-13 00:00:00,0.24192485714285714,SL,-27.34500148669846,8,2025-02
LINK/USDT,LONG,2025-02-14 10:00:00,19.104,18.820135714285716,19.868249999999996,2025-02-15 16:00:00,18.820135714285716,SL,-31.71778535534796,30,2025-02
FIL/USDT,LONG,2025-02-14 14:00:00,3.527,3.472307142857143,3.67425,2025-02-14 15:00:00,3.472307142857143,SL,-33.01381181902882,1,2025-02
ARB/USDT,LONG,2025-02-14 14:00:00,0.5036,0.49614357142857146,0.5236750000000001,2025-02-14 15:00:00,0.49614357142857146,SL,-31.612504255077784,1,2025-02
OP/USDT,LONG,2025-02-14 15:00:00,1.1794,1.155545,1.2436249999999998,2025-02-14 21:00:00,1.155545,SL,-42.4527725962353,6,2025-02
ADA/USDT,LONG,2025-02-14 17:00:00,0.8224,0.8049057142857143,0.8694999999999999,2025-02-14 20:00:00,0.8049057142857143,SL,-44.54446914952744,3,2025-02
OP/USDT,LONG,2025-02-17 17:00:00,1.1742,1.1459621428571427,1.250225,2025-02-18 05:00:00,1.1459621428571427,SL,-50.097184709346294,12,2025-02
FIL/USDT,LONG,2025-02-21 13:00:00,3.568,3.5212928571428574,3.6937499999999996,2025-02-21 14:00:00,3.5212928571428574,SL,-28.181133888532855,1,2025-02
ARB/USDT,LONG,2025-02-21 14:00:00,0.5043,0.4967135714285714,0.524725,2025-02-21 15:00:00,0.4967135714285714,SL,-32.086966374890146,1,2025-02
OP/USDT,LONG,2025-02-23 14:00:00,1.1679,1.14801,1.2214499999999997,2025-02-24 03:00:00,1.14801,SL,-36.06113537117898,13,2025-02
OP/USDT,SHORT,2025-02-24 08:00:00,1.0939,1.1189528571428573,1.02645,2025-02-24 22:00:00,1.02645,TP,121.32023036840663,14,2025-02
LINK/USDT,SHORT,2025-02-24 11:00:00,16.662,17.008821428571427,15.728249999999997,2025-02-24 22:00:00,15.728249999999997,TP,110.08138278718062,11,2025-02
ADA/USDT,SHORT,2025-02-24 15:00:00,0.718,0.7344264285714286,0.673775,2025-02-24 22:00:00,0.673775,TP,121.18941504178261,7,2025-02
ADA/USDT,SHORT,2025-02-27 20:00:00,0.6331,0.6463971428571429,0.5972999999999999,2025-02-27 22:00:00,0.6463971428571429,SL,-44.00645350542693,2,2025-02
LINK/USDT,SHORT,2025-02-27 20:00:00,14.901,15.225814285714286,14.0265,2025-02-28 02:00:00,14.0265,TP,115.37467284074886,6,2025-02
ARB/USDT,SHORT,2025-02-28 09:00:00,0.3984,0.41091714285714287,0.36469999999999997,2025-02-28 15:00:00,0.41091714285714287,SL,-64.8370625358579,6,2025-02
OP/USDT,SHORT,2025-02-28 09:00:00,1.0615,1.0940557142857144,0.9738500000000001,2025-02-28 16:00:00,1.0940557142857144,SL,-63.33907543233959,7,2025-02
TRX/USDT,SHORT,2025-02-28 09:00:00,0.22377,0.22741,0.21397,2025-02-28 14:00:00,0.22741,SL,-34.533404835322024,5,2025-02
ADA/USDT,LONG,2025-03-02 02:00:00,0.6702,0.6569307142857143,0.705925,2025-03-02 12:00:00,0.6569307142857143,SL,-41.59798780747765,10,2025-03
LINK/USDT,LONG,2025-03-05 08:00:00,15.868,15.391085714285715,17.152,2025-03-06 02:00:00,17.152,TP,159.8351399042098,18,2025-03
LINK/USDT,LONG,2025-03-05 17:00:00,16.084,15.608571428571429,17.364,2025-03-06 07:00:00,17.364,TP,157.16438696841595,14,2025-03
ADA/USDT,SHORT,2025-03-07 21:00:00,0.8209,0.8565478571428571,0.7249249999999999,2025-03-09 17:00:00,0.7249249999999999,TP,231.82872457059335,44,2025-03
FIL/USDT,SHORT,2025-03-08 16:00:00,3.074,3.1245142857142856,2.9379999999999997,2025-03-08 19:00:00,3.1245142857142856,SL,-34.86550794683522,3,2025-03
ARB/USDT,SHORT,2025-03-09 09:00:00,0.3841,0.38874285714285717,0.3716,2025-03-09 13:00:00,0.3716,TP,63.08721687060667,4,2025-03
FIL/USDT,SHORT,2025-03-09 15:00:00,2.913,2.9616571428571428,2.7819999999999996,2025-03-09 17:00:00,2.7819999999999996,TP,87.94164092001388,2,2025-03
ADA/USDT,SHORT,2025-03-10 14:00:00,0.6934,0.7188242857142857,0.62495,2025-03-11 05:00:00,0.7188242857142857,SL,-75.33223453788773,15,2025-03
OP/USDT,SHORT,2025-03-12 03:00:00,0.8157,0.843715,0.740275,2025-03-12 07:00:00,0.843715,SL,-70.68946916758615,4,2025-03
FIL/USDT,LONG,2025-03-14 14:00:00,2.863,2.8268785714285714,2.96025,2025-03-15 16:00:00,2.96025,TP,65.93573174991256,26,2025-03
ARB/USDT,LONG,2025-03-14 14:00:00,0.3562,0.3517242857142857,0.36825,2025-03-15 21:00:00,0.36825,TP,65.65861875350929,31,2025-03
FIL/USDT,LONG,2025-03-14 16:00:00,2.893,2.855578571428571,2.99375,2025-03-16 11:00:00,2.855578571428571,SL,-27.870327391240043,43,2025-03
OP/USDT,LONG,2025-03-19 04:00:00,0.8779,0.8630521428571428,0.9178750000000001,2025-03-19 11:00:00,0.9178750000000001,TP,89.06959790408952,7,2025-03
OP/USDT,LONG,2025-03-19 09:00:00,0.8901,0.8761714285714286,0.9276,2025-03-19 11:00:00,0.9276,TP,82.26019548365348,2,2025-03
ARB/USDT,LONG,2025-03-19 15:00:00,0.3849,0.3778985714285715,0.40375,2025-03-19 17:00:00,0.3778985714285715,SL,-38.38050699625122,2,2025-03
LINK/USDT,LONG,2025-03-19 15:00:00,14.608,14.353478571428571,15.29325,2025-03-19 17:00:00,14.353478571428571,SL,-36.84685495227676,2,2025-03
OP/USDT,SHORT,2025-03-21 10:00:00,0.8511,0.8620571428571429,0.8216,2025-03-22 05:00:00,0.8620571428571429,SL,-27.7481914161506,19,2025-03
ARB/USDT,SHORT,2025-03-21 14:00:00,0.3614,0.366145,0.348625,2025-03-22 06:00:00,0.366145,SL,-28.25899280575539,16,2025-03
OP/USDT,SHORT,2025-03-21 14:00:00,0.851,0.86348,0.8174,2025-03-22 06:00:00,0.86348,SL,-31.330199764982485,16,2025-03
FIL/USDT,LONG,2025-03-22 17:00:00,3.041,3.0073857142857143,3.1315,2025-03-22 20:00:00,3.0073857142857143,SL,-24.107389486541003,3,2025-03
ADA/USDT,LONG,2025-03-24 04:00:00,0.7235,0.7138800000000001,0.7494000000000001,2025-03-25 08:00:00,0.7494000000000001,TP,69.59640635798212,28,2025-03
LINK/USDT,LONG,2025-03-24 15:00:00,15.202,14.926957142857143,15.942499999999999,2025-03-25 03:00:00,14.926957142857143,SL,-38.185088428214335,12,2025-03
FIL/USDT,SHORT,2025-03-28 04:00:00,2.957,3.0008285714285714,2.839,2025-03-28 11:00:00,2.839,TP,77.81061887047676,7,2025-03
ADA/USDT,SHORT,2025-03-28 14:00:00,0.6992,0.7116614285714286,0.6656500000000001,2025-03-29 00:00:00,0.7116614285714286,SL,-37.64481856815935,10,2025-03
FIL/USDT,SHORT,2025-03-28 14:00:00,2.834,2.8920357142857145,2.67775,2025-04-01 06:00:00,2.8920357142857145,SL,-42.95674967234609,88,2025-03
LINK/USDT,SHORT,2025-03-29 16:00:00,13.51,13.743442857142856,12.881499999999999,2025-03-30 03:00:00,13.743442857142856,SL,-36.5585280744421,11,2025-03
ADA/USDT,SHORT,2025-03-30 17:00:00,0.6647,0.6741157142857143,0.6393499999999999,2025-03-30 19:00:00,0.6741157142857143,SL,-30.330718476649032,2,2025-03
ARB/USDT,SHORT,2025-03-31 07:00:00,0.3249,0.33122357142857145,0.307875,2025-03-31 12:00:00,0.33122357142857145,SL,-40.92626302598602,5,2025-03
LINK/USDT,SHORT,2025-03-31 07:00:00,13.207,13.484364285714287,12.46025,2025-03-31 14:00:00,13.484364285714287,SL,-44.0026176594664,7,2025-03
ARB/USDT,SHORT,2025-04-02 05:00:00,0.3204,0.32537714285714286,0.307,2025-04-02 07:00:00,0.32537714285714286,SL,-33.06830747280179,2,2025-04
ADA/USDT,LONG,2025-04-02 14:00:00,0.686,0.675145,0.7152250000000001,2025-04-02 20:00:00,0.675145,SL,-33.647230320699876,6,2025-04
LINK/USDT,SHORT,2025-04-04 15:00:00,12.729,13.042392857142856,11.88525,2025-04-04 17:00:00,13.042392857142856,SL,-51.24076630416476,2,2025-04
OP/USDT,SHORT,2025-04-06 11:00:00,0.6818,0.6886807142857142,0.663275,2025-04-06 13:00:00,0.663275,TP,52.341449105309515,2,2025-04
FIL/USDT,SHORT,2025-04-06 14:00:00,2.591,2.62675,2.4947500000000002,2025-04-06 17:00:00,2.4947500000000002,TP,72.29563874951751,3,2025-04
ARB/USDT,SHORT,2025-04-06 14:00:00,0.2967,0.3007485714285714,0.28580000000000005,2025-04-06 17:00:00,0.28580000000000005,TP,71.47489046174563,3,2025-04
ADA/USDT,SHORT,2025-04-07 03:00:00,0.5566,0.576295,0.503575,2025-04-07 14:00:00,0.576295,SL,-72.76895436579238,11,2025-04
FIL/USDT,SHORT,2025-04-07 07:00:00,2.197,2.3023000000000002,1.9135,2025-04-07 08:00:00,2.3023000000000002,SL,-97.85798816568062,1,2025-04
ARB/USDT,SHORT,2025-04-07 07:00:00,0.2512,0.26356857142857143,0.21789999999999998,2025-04-07 08:00:00,0.26356857142857143,SL,-100.47588717015488,1,2025-04
ADA/USDT,SHORT,2025-04-09 04:00:00,0.5589,0.5762085714285714,0.5123,2025-04-09 07:00:00,0.5762085714285714,SL,-63.93799044040599,3,2025-04
LINK/USDT,SHORT,2025-04-09 04:00:00,10.956,11.287871428571428,10.0625,2025-04-09 06:00:00,11.287871428571428,SL,-62.582590100662394,2,2025-04
ADA/USDT,LONG,2025-04-11 10:00:00,0.6327,0.6207771428571429,0.6648000000000001,2025-04-11 12:00:00,0.6207771428571429,SL,-39.688816636184995,2,2025-04
LINK/USDT,LONG,2025-04-11 10:00:00,12.614,12.410735714285714,13.16125,2025-04-11 14:00:00,12.410735714285714,SL,-34.22836304333071,4,2025-04
LINK/USDT,LONG,2025-04-11 14:00:00,12.477,12.241050000000001,13.11225,2025-04-12 14:00:00,13.11225,TP,99.82736234671782,24,2025-04
ADA/USDT,LONG,2025-04-12 11:00:00,0.6365,0.6293221428571428,0.655825,2025-04-12 13:00:00,0.655825,TP,58.72270227808339,2,2025-04
ARB/USDT,LONG,2025-04-12 14:00:00,0.3081,0.3042278571428571,0.31852499999999995,2025-04-13 04:00:00,0.3042278571428571,SL,-27.13562386980123,14,2025-04
